,genre,file,audio,sr,zero_crossing_rate_mean,zero_crossing_rate_var,spectral_centroid_mean,spectral_centroid_var,rms_mean,rms_var,spectral_rolloff_mean,spectral_rolloff_var,mfcc01_mean,mfcc01_var,mfcc02_mean,mfcc02_var,mfcc03_mean,mfcc03_var,mfcc04_mean,mfcc04_var,mfcc05_mean,mfcc05_var,mfcc06_mean,mfcc06_var,mfcc07_mean,mfcc07_var,mfcc08_mean,mfcc08_var,mfcc09_mean,mfcc09_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,chroma01_mean,chroma01_var,chroma02_mean,chroma02_var,chroma03_mean,chroma03_var,chroma04_mean,chroma04_var,chroma05_mean,chroma05_var,chroma06_mean,chroma06_var,chroma07_mean,chroma07_var,chroma08_mean,chroma08_var,chroma09_mean,chroma09_var,chroma10_mean,chroma10_var,chroma11_mean,chroma11_var,chroma12_mean,chroma12_var,tempo
10,hiphop,hiphop.00006.wav,[0.81396484 0.7850647  0.74087524 ... 0.95947266 0.87509155 0.6248779 ],22050,0.12834853707550747,0.018735712301202644,2852.900997145306,36343.087805909505,0.26893170177936554,0.0006958346290627747,6040.858548677885,100015.5761347241,-59.565926,6875.63,63.92967,1022.021,3.4871747,754.5967,45.23575,432.80676,-1.1528618,391.8273,28.24374,225.10146,-13.170861,211.75526,23.591469,155.13823,-6.623231,148.09875,16.47062,118.80795,-7.2728996,102.87433,14.477062,108.33264,-5.800775,97.770836,8.173893,67.94765,-6.858704,70.307,6.7351766,49.281208,-4.4826007,64.75156,0.95316166,53.57339,-7.1244917,68.96227,-1.2569647,45.489243,0.42536494,0.08277832,0.39988568,0.08375689,0.4121594,0.071721725,0.48367327,0.08769847,0.52826214,0.09870515,0.42201662,0.07736899,0.38719505,0.068627864,0.42968538,0.07341942,0.49120003,0.08904805,0.56754947,0.12527403,0.5249425,0.08459076,0.49936062,0.08826691,99.38401442307692
11,hiphop,hiphop.00002.wav,"[-0.03308105 -0.04275513 -0.04620361 ...  0.11807251  0.11425781
  0.11431885]",22050,0.058800781684624145,0.0111798855296975,1489.8518826135764,20175.272797635134,0.09294380769133567,6.694344121901452e-05,3090.4287484975957,69177.90420908196,-202.88803,4657.727,132.37215,1036.348,12.0172825,805.33105,43.746815,317.3614,-10.215273,344.28973,17.121582,208.75688,-13.547271,178.8781,15.044368,127.90409,-16.248148,137.12375,9.423361,112.94322,-11.636703,132.07475,7.0480886,78.88022,-4.321259,99.260216,0.8238828,91.07235,-5.606884,69.5348,1.2609922,54.927574,-6.9671044,61.715103,0.39286566,41.187515,-2.425388,41.67059,-2.932968,38.800964,0.3922504,0.07642772,0.4013044,0.08570204,0.4163287,0.09349539,0.37566844,0.09567923,0.343718,0.08057702,0.37097108,0.082455635,0.30665493,0.07453125,0.28789717,0.065701865,0.36184505,0.06450386,0.46989202,0.08590892,0.6071159,0.12242476,0.51729506,0.09036216,99.38401442307692
12,hiphop,hiphop.00009.wav,"[ 0.01254272  0.00994873 -0.00552368 ... -0.5603943  -0.35263062
 -0.0322876 ]",22050,0.09845787076839503,0.054880260771929645,2202.4568525529985,296670.8800880063,0.21437681913375856,0.0038587859904869143,4796.587252103365,584604.1206733139,-94.94585,5016.401,94.2148,1622.3636,-2.5425854,660.18304,49.543236,290.77194,-6.608906,229.05948,33.220383,169.22412,-7.631567,189.75616,20.948034,95.26172,-8.87092,115.305336,16.786116,98.70073,-5.25827,101.38949,10.763062,71.09332,-3.474365,58.390118,7.295585,58.120144,-3.452371,60.670937,3.8399713,58.55381,-3.2529206,39.51478,1.792343,54.400642,0.0765459,70.78916,3.9815254,100.02928,0.6223044,0.07675695,0.5301131,0.059904,0.5406935,0.06921548,0.59571886,0.08229912,0.6398888,0.07908232,0.6359422,0.06641145,0.56028366,0.057337064,0.48081514,0.06698571,0.44367272,0.062244482,0.46527228,0.066077866,0.55953497,0.06539239,0.65282315,0.09788168,103.359375
13,hiphop,hiphop.00003.wav,"[-0.18231201 -0.18560791 -0.16290283 ... -0.10397339 -0.02603149
  0.0085144 ]",22050,0.10367567190333118,0.02088374415056781,2488.8543955564974,14639.913894957941,0.26486374288797376,0.00010157685823541706,5119.527324969953,50188.71177695527,-40.30154,4952.7886,80.84724,750.1453,-25.67689,1259.1753,38.443054,291.84283,-11.0728245,278.70926,24.89941,309.9651,-7.373214,270.6034,26.759275,187.6433,-5.30603,174.1464,16.782677,108.06337,-3.5075712,89.51739,8.458928,75.21647,-5.6017284,71.8068,12.050404,68.21594,-1.8917375,73.52408,10.464018,102.3559,0.64275295,60.655613,0.2624519,62.015556,-5.0987406,57.279457,-4.019602,57.16173,0.5714957,0.098654576,0.5505547,0.08864443,0.58162844,0.09475317,0.5056281,0.079492524,0.38393173,0.06894775,0.34286755,0.06916885,0.33554924,0.061399136,0.33405113,0.06585535,0.33598712,0.057218157,0.49890006,0.09520046,0.5551941,0.08137338,0.6111458,0.10481898,92.28515625
14,hiphop,hiphop.00007.wav,"[ 0.22296143  0.18984985  0.12454224 ... -0.17947388 -0.1824646
 -0.21261597]",22050,0.07875083281591903,0.0075836242327544335,2045.95645700569,16994.794381035896,0.26244262605905533,0.00014803213903548108,4549.4606182391835,121951.45539429392,-58.496304,3683.1013,103.04962,634.43646,-7.211679,727.53754,44.861687,418.69492,-8.600805,286.60406,12.351103,180.54948,-13.741838,207.06229,19.971472,127.030235,-13.119663,153.67853,17.136522,95.90556,-3.9439182,106.01161,15.57406,85.934944,-0.4531827,70.8605,6.926793,48.16214,-6.032184,52.3193,5.6364055,50.472767,-3.1755676,67.41338,1.8142024,38.4585,-2.5621526,31.2274,0.1135325,42.271637,0.38821188,0.078450695,0.3767389,0.07082684,0.42931482,0.101710774,0.5307582,0.09297962,0.62335074,0.10117438,0.37439674,0.0631231,0.3315267,0.06289802,0.3520699,0.0652365,0.41296372,0.07772712,0.48875007,0.1011361,0.44899806,0.086527236,0.43483225,0.08601311,123.046875
15,hiphop,hiphop.00000.wav,"[-0.16915894 -0.021698    0.01956177 ...  0.07662964  0.03872681
 -0.02105713]",22050,0.14758043782995087,0.014000824982008133,2667.1223853090046,31803.30695824852,0.12446480095386506,0.0001998525235520665,5479.289175180289,209529.59760288513,-80.93423,4878.192,84.780525,750.62506,-31.534628,548.8253,33.90174,407.25797,-19.836761,158.76445,23.553934,135.67868,-22.136858,93.60941,20.0265,96.7991,-16.764809,93.49321,19.219479,55.834457,-13.098828,75.08732,11.502167,52.459213,-10.718428,74.168274,10.579796,72.08784,-8.420744,64.90663,7.3195724,55.411167,-5.372349,69.4579,7.692515,62.213745,-5.5499215,63.389996,1.5127794,41.12073,0.3754905,0.067815065,0.35759544,0.0573809,0.47837624,0.09573916,0.45156023,0.06783158,0.61405116,0.10016784,0.4705206,0.095908396,0.4557136,0.086573616,0.46837425,0.08338403,0.46523315,0.06938314,0.5391836,0.105503954,0.4175224,0.07155809,0.43590006,0.07042344,117.45383522727273
16,hiphop,hiphop.00004.wav,"[ 0.28173828  0.29385376  0.29632568 ... -0.23587036 -0.24591064
 -0.29406738]",22050,0.09999177315277843,0.021594558766617686,2369.356685810381,60254.705459086006,0.1991994246840477,0.0007978041150063152,5058.638052133413,183247.95936885284,-140.16278,12399.764,71.62643,1066.552,-3.788743,1506.216,38.988525,458.57278,4.189599,416.59183,31.528362,306.67758,-3.9393039,278.82562,19.742453,155.56174,-3.7496216,186.60097,16.006994,189.94212,-3.1765268,112.0335,11.83397,90.15263,-1.247125,110.40424,5.767767,112.04257,1.29167,79.74876,1.6718788,71.9255,-0.83026874,60.756214,1.6229786,65.3077,-4.0859265,59.22303,1.1263292,81.73277,0.40285307,0.06650944,0.37710983,0.07184985,0.47044718,0.11447864,0.4102829,0.08022808,0.47132,0.09140541,0.4553741,0.09678203,0.39368522,0.07410398,0.46964008,0.09976848,0.528683,0.12671661,0.52190363,0.11396786,0.45731765,0.08542613,0.43349352,0.07563892,95.703125
17,hiphop,hiphop.00005.wav,"[-0.40853882 -0.3512268  -0.30819702 ... -0.24368286 -0.12841797
 -0.09579468]",22050,0.12480950875040855,0.005529736728952777,2707.884889085876,6367.830011109728,0.2601533874869347,0.00017979426853278693,5795.338623046875,17419.761525247588,-11.706974,1349.4054,81.97666,385.41324,-8.50863,238.55417,52.77378,232.21765,-14.69211,153.85742,31.962574,105.865746,-19.680723,115.280396,22.857765,88.28687,-14.704155,61.610947,14.509826,81.16675,-10.078541,76.66608,14.002207,66.491936,-8.07207,52.026054,7.4281483,43.40441,-5.495323,39.339165,12.837337,43.341072,-3.6954393,41.852432,6.2187123,45.05084,-2.5849419,38.22114,0.10216538,41.195457,0.43487057,0.07422205,0.4696845,0.076456495,0.48310342,0.08566381,0.4797589,0.08641737,0.48781922,0.07219596,0.5239951,0.08515277,0.5371998,0.079080276,0.54139096,0.08901484,0.5058325,0.079037555,0.5443018,0.089074016,0.45666575,0.074086085,0.4243017,0.068141215,143.5546875
18,hiphop,hiphop.00008.wav,"[ 0.00064087 -0.00097656  0.00247192 ... -0.01867676  0.02722168
 -0.03652954]",22050,0.17741761535014428,0.044628341693433604,3070.57849727446,125981.00489306351,0.14093777686357498,0.0018559193874511085,5757.920541616585,156999.8859266914,-111.1565,6996.414,55.170074,1338.6517,-18.427658,1237.7946,47.191257,654.37335,-24.79131,556.8833,22.537811,333.20453,-21.141804,336.73007,12.539442,176.13159,-15.8703985,158.86853,16.290924,113.05187,-12.5663395,112.118355,9.6244955,89.24587,-12.129928,83.77957,4.8603306,97.857445,-2.2085428,85.05463,6.8882775,105.34991,0.4771722,154.50282,12.992372,135.69098,5.9447727,141.39914,5.4409504,146.72081,0.39989927,0.071475714,0.35146877,0.059220318,0.32045197,0.052229594,0.3790233,0.07969211,0.4239903,0.09396344,0.43623376,0.08221069,0.48413977,0.07886919,0.5075426,0.072776094,0.5721115,0.09087908,0.5597266,0.11565732,0.51112974,0.09666906,0.4976234,0.09054259,172.265625
19,hiphop,hiphop.00001.wav,"[ 0.0480957  -0.20150757 -0.25741577 ... -0.01766968 -0.0352478
 -0.00881958]",22050,0.0979116627271884,0.007647302856420893,2806.6580874756905,8377.030416628706,0.2836707055568695,0.00020929254610248198,5523.573035606971,45406.9697220865,-81.23491,3658.2817,49.593636,915.0323,-14.54748,990.12823,57.964966,324.13083,6.819769,387.1742,27.149471,254.51474,-6.858138,183.71547,31.304558,147.1069,-10.085702,138.88669,20.306627,88.90108,-2.5411096,112.80903,12.749884,78.37954,3.9834008,103.24205,13.237081,74.76745,-2.3675616,75.466644,12.267019,66.529144,-7.0323944,67.63063,4.7449803,58.362503,1.869817,57.140873,0.028270701,67.587,0.49321443,0.054093417,0.5511518,0.041234516,0.7130407,0.057901412,0.8043496,0.07273566,0.625223,0.04209195,0.41586065,0.05079833,0.29882807,0.054795567,0.24181683,0.06052448,0.26997647,0.077442005,0.33026215,0.086332396,0.34773886,0.06997524,0.39502698,0.048443865,92.28515625
20,pop,pop.00009.wav,"[-0.05612183 -0.02548218  0.00076294 ... -0.27697754 -0.26974487
 -0.34283447]",22050,0.17300880633751553,0.013531240375596984,3277.9064505808856,54770.53279543209,0.15875699371099472,0.0013155692144598884,6948.847468449519,200332.69523787775,-35.28506,2822.761,61.266712,351.4136,14.046019,433.41315,28.64897,256.60583,4.3239775,157.68903,-1.36498,142.99411,-0.78445435,72.281715,5.128748,60.496178,5.3517685,58.95189,1.2258381,63.620926,-7.2616506,71.86964,-0.5204303,42.340523,0.21532698,47.334606,-1.293997,38.970097,-0.107450105,42.750694,-1.2567121,43.4957,-2.5306878,49.597446,0.57411724,59.89135,1.5747035,62.375114,-1.7188455,60.837036,0.41164145,0.06021582,0.54124093,0.09760531,0.41286615,0.059779003,0.43760455,0.071244046,0.4245629,0.08044049,0.37697157,0.048660327,0.52365524,0.09532813,0.40977404,0.06116093,0.4324963,0.07652295,0.46730253,0.08243219,0.5129991,0.07740595,0.50478256,0.09159647,107.666015625
21,pop,pop.00005.wav,[0.04498291 0.04544067 0.0451355  ... 0.3659973  0.41201782 0.4533081 ],22050,0.10689423832537522,0.02783302772920534,2289.6155733857663,115897.94473003334,0.13878402672708035,0.004614357373919594,4741.661020132213,526593.1988429613,-113.553955,19902.55,90.0178,454.85303,-5.540908,831.49664,25.571491,197.12756,2.6110346,101.43282,3.1918452,148.13797,1.1313877,95.37926,6.1513777,128.43927,2.7998388,104.87127,-1.860382,125.31448,-7.1145787,89.4148,-3.4467702,82.35886,-5.915337,61.422573,-4.3468876,70.06542,-4.941943,87.11865,-4.37761,41.954468,-3.3065085,47.447052,-5.4231596,47.289337,-0.56623006,45.01371,-2.1706102,45.478962,0.26229402,0.03884166,0.4336341,0.13473944,0.26549777,0.049161665,0.27774677,0.0997923,0.2124858,0.061123412,0.21989907,0.035459764,0.51614064,0.12616278,0.31997254,0.060981482,0.3086515,0.10375272,0.2406592,0.050089825,0.38187972,0.071970366,0.43975386,0.103345655,112.34714673913044
22,pop,pop.00008.wav,"[ 0.4713745   0.42648315  0.41140747 ...  0.03622437 -0.07781982
 -0.12097168]",22050,0.12142922849958812,0.028444627426867354,2881.55388007729,57341.54807331213,0.19436278641223909,0.0001311481401765757,6418.8076735276445,95037.73174751044,-52.421513,2217.5552,74.03342,601.95416,12.680926,637.92084,24.495552,160.57674,21.09758,119.100235,1.9039341,145.74738,6.8095055,85.28795,4.729847,59.896088,8.409067,68.368835,8.243973,56.098946,-2.2749782,60.206917,-1.1975456,47.891834,-2.679471,40.073788,0.2626681,49.67415,-1.0600877,32.509712,-0.83907855,42.36878,-1.2490486,60.606155,-2.3340125,53.434162,3.812872,54.53056,0.29528332,89.09658,0.36861575,0.07673774,0.38456544,0.082364224,0.4113535,0.06951355,0.6037188,0.110849604,0.45576027,0.069851205,0.40114406,0.09079185,0.33865806,0.08177337,0.34271055,0.071374275,0.5286705,0.11527475,0.37144342,0.05573405,0.33800858,0.069693245,0.2999361,0.055546854,172.265625
23,pop,pop.00007.wav,"[-0.0295105  -0.03182983 -0.02349854 ... -0.03009033 -0.02676392
 -0.00540161]",22050,0.08244555561976817,0.018042295823265338,1966.9930656607296,234781.86227240897,0.08383038528263569,0.00043763770896173025,4125.496694711539,1255609.1697280984,-224.40593,3679.6606,107.35062,2010.7577,-1.5871207,691.1502,13.89054,671.0719,8.119408,181.74039,-9.372527,213.78375,8.1145,143.44054,9.291044,132.7394,9.097891,114.60303,6.020981,178.32527,-6.662428,178.06447,2.0678563,200.32787,6.188163,239.56918,8.312806,159.23224,7.5629983,196.13385,2.0551717,201.67104,4.548859,213.8185,1.2237831,130.65872,-1.6463919,139.94606,-3.7158308,175.5296,0.18295933,0.061056234,0.28341666,0.086251296,0.44781056,0.15204845,0.22137366,0.058114827,0.12728313,0.028277026,0.13074493,0.042432297,0.17604221,0.060100194,0.20240055,0.07942649,0.21219684,0.04612461,0.49763522,0.16049388,0.33310425,0.095903315,0.20550352,0.07322055,129.19921875
24,pop,pop.00002.wav,"[-0.09274292 -0.11630249 -0.11886597 ...  0.14419556  0.16311646
  0.09634399]",22050,0.11907572319572887,0.01160462800595968,3212.3569410697364,17933.3306598095,0.21380925923585892,0.0002839323238392422,7422.594501201924,114926.7064064338,-59.60099,2908.3613,62.973675,596.422,31.116804,181.11209,16.918835,155.99889,8.888802,103.75861,10.814814,112.18553,10.554175,83.00242,5.1616035,55.843376,5.3897095,55.475155,6.1492314,65.50027,2.269166,63.562595,4.2469974,63.3093,4.121749,69.277885,5.727116,87.49525,5.0641093,81.24245,5.67125,94.61891,1.4162563,71.94915,2.8106606,58.108,-1.4138899,43.981354,-3.3864543,46.3038,0.47582224,0.11940977,0.43343723,0.08230455,0.4828674,0.10712778,0.34017327,0.061927363,0.28770348,0.05305947,0.29968783,0.07051988,0.32758078,0.07166872,0.41156378,0.101584956,0.42162582,0.07951146,0.5607322,0.09988163,0.54671925,0.10547554,0.4258135,0.08026969,129.19921875
